date,temp_max_c,temp_min_c,temp_mean_c,humidity_pct,wind_speed_10m_ms,solar_radiation_mj,rainfall_mm,pressure_hpa,wind_speed_2m_ms,sunshine_hours,vpd_kpa,net_radiation_mj,penman_evaporation_mm,evaporation_pan_mm
2021-07-31,26.5,22.2,23.8,85,8.75,21.44,1.9,944.3,6.54,9.0,0.46,15.349,4.434,6.08
2021-08-01,24.7,22.3,23.1,86,7.944444444444445,9.76,1.7,943.2,5.94,4.1,0.406,6.595,2.553,3.55
2021-08-02,26.1,22.2,23.6,85,7.555555555555555,17.94,1.8,943.4,5.65,7.53,0.454,12.084,3.774,5.13
2021-08-03,26.2,22.1,23.7,86,7.916666666666666,19.16,5.0,944.5,5.92,8.05,0.424,13.26,3.919,5.18
2021-08-04,26.0,22.4,23.8,86,7.805555555555555,18.2,2.5,944.7,5.84,7.64,0.425,12.38,3.75,5.11
2021-08-05,26.6,22.4,24.1,85,7.138888888888888,18.3,1.9,943.0,5.34,7.69,0.464,12.489,3.894,5.08
2021-08-06,27.1,22.3,24.2,84,6.833333333333334,19.17,0.3,942.4,5.11,8.05,0.502,13.287,4.165,5.52
2021-08-07,27.0,22.5,24.2,84,5.611111111111111,20.85,1.6,943.2,4.2,8.76,0.503,14.838,4.492,5.92
2021-08-08,27.1,22.5,24.2,86,4.361111111111111,17.75,2.5,944.4,3.26,7.46,0.442,12.102,3.726,4.98
2021-08-09,27.8,22.2,24.3,85,5.138888888888888,18.61,1.7,945.3,3.84,7.82,0.481,12.9,4.005,5.69
2021-08-10,27.2,21.6,23.9,85,5.555555555555555,18.37,1.1,945.3,4.16,7.72,0.464,12.556,3.881,4.89
2021-08-11,26.9,22.0,23.9,84,5.305555555555556,18.74,1.5,945.3,3.97,7.87,0.495,12.843,4.014,5.45
2021-08-12,26.6,21.9,23.8,85,5.305555555555556,19.35,2.1,946.0,3.97,8.13,0.458,13.412,4.051,5.16
2021-08-13,26.9,21.8,23.6,86,5.194444444444444,17.81,3.2,944.9,3.89,7.48,0.431,12.073,3.683,4.84
2021-08-14,26.2,21.8,23.4,86,5.611111111111111,16.97,3.5,943.3,4.2,7.13,0.421,11.219,3.471,4.79
2021-08-15,26.5,21.8,23.5,86,5.527777777777778,18.31,2.8,943.4,4.13,7.69,0.425,12.486,3.76,5.02
2021-08-16,26.0,21.7,23.5,87,4.0,10.55,0.8,944.6,2.99,4.43,0.387,7.083,2.407,3.05
2021-08-17,24.5,21.9,22.7,92,3.6666666666666665,6.32,7.7,944.5,2.74,2.65,0.228,4.877,1.567,1.98
2021-08-18,24.3,21.7,22.6,92,4.694444444444444,6.67,6.7,942.9,3.51,2.8,0.225,5.054,1.626,2.27
2021-08-19,23.0,21.6,22.1,94,4.527777777777778,5.04,20.7,942.6,3.39,2.12,0.162,4.183,1.284,1.6
2021-08-20,25.6,21.5,23.0,89,3.888888888888889,12.23,6.4,943.2,2.91,5.14,0.322,7.994,2.486,3.35
2021-08-21,26.1,21.7,23.0,87,5.416666666666667,13.83,2.6,944.3,4.05,5.81,0.389,8.82,2.857,3.82
2021-08-22,27.3,21.5,23.5,88,4.555555555555555,17.29,3.9,944.8,3.41,7.26,0.372,11.719,3.469,4.53
2021-08-23,28.9,21.1,24.0,85,3.8055555555555554,21.07,1.1,944.9,2.85,8.85,0.486,15.212,4.542,6.38
2021-08-24,29.4,21.2,24.4,84,4.416666666666667,22.98,0.7,944.8,3.3,9.65,0.529,16.989,5.059,6.84
2021-08-25,28.2,21.6,24.1,85,5.055555555555555,19.37,1.4,943.9,3.78,8.14,0.48,13.598,4.155,5.24
2021-08-26,27.0,21.7,23.7,86,5.166666666666667,17.77,1.9,942.4,3.86,7.46,0.431,12.039,3.681,4.94
2021-08-27,28.0,21.9,24.2,85,4.416666666666667,19.27,1.9,942.0,3.3,8.09,0.481,13.506,4.135,5.41
2021-08-28,27.4,21.4,23.9,84,4.305555555555555,18.94,1.1,941.1,3.22,7.95,0.496,13.036,4.044,5.52
2021-08-29,26.8,20.8,23.5,85,4.111111111111112,15.33,0.3,940.8,3.08,6.44,0.449,9.647,3.137,4.06
2021-08-30,25.5,21.8,23.3,87,4.277777777777778,10.1,8.8,942.0,3.2,4.24,0.382,6.82,2.349,3.11
2021-08-31,23.8,21.8,22.5,93,4.527777777777778,6.44,25.8,942.0,3.39,2.7,0.195,4.932,1.528,2.11
2021-09-01,25.9,22.0,23.4,91,5.472222222222222,13.41,6.3,942.9,4.09,5.63,0.269,8.769,2.568,3.55
2021-09-02,26.4,22.0,23.7,87,5.361111111111112,16.59,1.5,943.1,4.01,6.97,0.396,10.96,3.359,4.3
2021-09-03,27.1,22.0,24.0,85,5.555555555555555,19.25,0.5,942.6,4.16,8.08,0.467,13.387,4.078,5.39
2021-09-04,26.7,22.4,23.9,89,4.75,14.29,9.7,942.9,3.55,6.0,0.342,9.28,2.859,3.74
2021-09-05,24.8,22.2,23.2,91,4.472222222222222,8.43,8.5,943.0,3.35,3.54,0.261,6.01,1.922,2.46
2021-09-06,25.9,22.0,23.5,91,3.4722222222222223,11.03,10.5,942.2,2.6,4.63,0.269,7.471,2.273,3.3
2021-09-07,25.9,22.2,23.5,92,4.111111111111112,7.51,11.2,940.5,3.08,3.15,0.241,5.574,1.777,2.43
2021-09-08,25.1,22.2,23.4,91,6.527777777777778,9.78,13.8,940.2,4.88,4.11,0.264,6.751,2.126,2.65
2021-09-09,25.7,22.5,23.7,88,7.472222222222221,17.94,9.4,943.5,5.59,7.53,0.362,12.216,3.526,4.84
2021-09-10,27.0,22.3,23.9,87,7.305555555555555,19.17,2.8,943.6,5.46,8.05,0.407,13.431,3.914,5.54
2021-09-11,26.1,22.4,23.9,88,6.388888888888888,15.99,6.5,941.7,4.78,6.72,0.365,10.459,3.187,4.4
2021-09-12,25.9,22.5,23.8,90,6.194444444444445,14.7,9.3,939.9,4.63,6.17,0.303,9.47,2.812,3.52
2021-09-13,26.2,22.6,24.0,89,6.861111111111111,14.94,7.8,939.4,5.13,6.27,0.338,9.595,2.936,3.84
2021-09-14,27.0,22.3,24.0,86,7.0,19.33,1.9,940.3,5.24,8.12,0.438,13.526,4.032,5.57
2021-09-15,26.1,22.0,23.5,85,6.027777777777778,14.64,0.0,941.7,4.51,6.15,0.452,9.175,3.123,4.06
2021-09-16,26.5,21.6,23.6,83,5.666666666666666,18.03,0.0,942.8,4.24,7.57,0.514,12.06,3.888,5.25
2021-09-17,26.4,21.2,23.4,84,5.416666666666667,18.27,0.1,943.1,4.05,7.67,0.477,12.288,3.837,5.23
2021-09-18,26.8,21.1,23.4,87,4.888888888888889,17.0,1.0,944.6,3.66,7.14,0.392,11.308,3.415,4.41
2021-09-19,26.7,21.7,23.6,88,3.8055555555555554,16.46,2.2,946.3,2.85,6.91,0.366,10.899,3.271,4.35
2021-09-20,26.8,22.2,23.8,89,4.361111111111111,14.31,2.4,945.7,3.26,6.01,0.341,9.285,2.851,3.32
2021-09-21,25.3,22.1,23.2,91,4.388888888888889,9.01,7.1,944.6,3.28,3.78,0.265,6.342,2.003,2.52
2021-09-22,25.6,22.1,23.3,90,4.916666666666666,11.83,4.0,943.0,3.68,4.97,0.297,7.855,2.427,3.2
2021-09-23,27.1,21.8,23.4,91,4.0,15.28,3.6,943.2,2.99,6.42,0.279,10.021,2.894,3.67
2021-09-24,28.0,21.9,24.1,84,3.8333333333333335,19.12,0.5,944.2,2.87,8.03,0.513,13.315,4.137,5.76
2021-09-25,27.7,21.0,23.8,85,3.8333333333333335,15.17,0.7,944.4,2.87,6.37,0.465,9.623,3.153,3.99
2021-09-26,27.0,20.8,23.3,87,4.0,15.22,1.6,942.6,2.99,6.39,0.391,9.67,3.023,3.96
2021-09-27,24.5,21.6,22.5,92,3.555555555555556,6.06,9.4,941.2,2.66,2.55,0.226,4.733,1.525,2.05
2021-09-28,24.8,21.4,22.4,93,4.694444444444444,6.11,9.7,940.7,3.51,2.57,0.199,4.772,1.502,2.22
2021-09-29,26.6,22.1,23.6,88,6.111111111111111,17.41,1.3,942.3,4.57,7.31,0.369,11.797,3.471,4.41
2021-09-30,27.7,22.0,24.1,86,4.888888888888889,18.35,0.7,945.2,3.66,7.71,0.445,12.684,3.867,5.33
2021-10-01,29.2,21.2,24.3,87,3.1111111111111107,18.79,2.2,945.9,2.33,7.89,0.427,13.268,3.985,5.31
2021-10-02,28.7,21.9,24.6,88,2.8055555555555554,15.58,5.3,945.6,2.1,6.54,0.394,10.36,3.207,4.13
2021-10-03,29.4,21.8,24.9,89,2.4166666666666665,17.62,4.7,945.3,1.81,7.4,0.369,12.376,3.715,5.02
2021-10-04,29.4,22.0,25.1,87,1.5555555555555554,17.32,1.5,944.8,1.16,7.27,0.438,12.011,3.7,4.96
2021-10-05,29.8,22.3,25.0,88,3.0,16.9,2.2,945.0,2.24,7.1,0.413,11.761,3.611,4.72
2021-10-06,28.3,21.3,24.2,89,3.333333333333333,15.47,11.1,944.4,2.49,6.5,0.351,10.206,3.097,4.14
2021-10-07,29.5,22.3,25.2,85,4.277777777777778,17.89,2.8,943.7,3.2,7.51,0.511,12.466,3.977,5.24
2021-10-08,27.9,22.1,24.4,89,2.7777777777777777,14.75,5.5,944.3,2.08,6.19,0.353,9.651,2.963,3.97
2021-10-09,29.0,21.6,24.1,89,3.9722222222222223,16.46,7.3,945.5,2.97,6.91,0.362,11.236,3.362,4.58
2021-10-10,28.2,22.2,24.0,90,3.4444444444444446,14.56,3.7,945.5,2.58,6.12,0.325,9.641,2.909,4.12
2021-10-11,28.2,21.6,24.3,88,2.9166666666666665,16.55,2.0,944.0,2.18,6.95,0.384,11.16,3.391,4.34
2021-10-12,29.3,20.8,24.4,81,2.75,19.48,0.2,943.6,2.06,8.18,0.621,13.562,4.333,6.1
2021-10-13,29.7,21.5,25.1,73,3.2499999999999996,21.41,0.1,943.7,2.43,8.99,0.909,14.985,5.187,6.62
2021-10-14,29.2,20.9,24.9,71,3.2499999999999996,20.74,0.0,943.4,2.43,8.71,0.946,14.153,5.027,6.68
2021-10-15,29.6,19.6,24.3,72,3.0,20.64,0.0,941.4,2.24,8.67,0.9,14.084,4.885,6.6
2021-10-16,29.5,19.8,24.7,67,2.111111111111111,21.87,0.0,940.7,1.58,9.19,1.061,14.925,5.137,6.89
2021-10-17,30.0,21.3,25.0,71,3.7222222222222223,19.83,0.3,941.4,2.78,8.33,0.983,13.435,4.995,6.57
2021-10-18,28.0,20.1,23.4,80,4.805555555555555,19.42,0.0,944.1,3.59,8.16,0.613,13.243,4.337,5.75
2021-10-19,28.4,19.4,23.1,81,3.1666666666666665,21.1,0.0,947.4,2.37,8.86,0.582,14.841,4.562,6.01
2021-10-20,29.3,18.6,23.7,72,2.5,19.94,0.0,949.2,1.87,8.37,0.871,13.348,4.55,5.98
2021-10-21,29.4,19.7,24.6,56,3.0,22.0,0.0,949.5,2.24,9.24,1.407,14.35,5.688,7.71
2021-10-22,29.1,19.1,24.0,59,2.305555555555556,21.77,0.0,949.3,1.72,9.14,1.279,14.274,5.244,7.05
2021-10-23,29.6,18.4,23.8,65,2.2222222222222223,21.52,0.0,949.3,1.66,9.04,1.096,14.425,5.041,6.62
2021-10-24,28.8,19.0,23.3,73,2.4166666666666665,20.21,0.0,949.5,1.81,8.49,0.831,13.617,4.543,6.19
2021-10-25,29.2,17.2,22.9,74,3.555555555555556,20.48,0.0,948.7,2.66,8.6,0.782,13.869,4.688,6.3
2021-10-26,29.7,17.8,23.7,62,2.972222222222222,20.52,0.0,947.6,2.22,8.62,1.18,13.311,5.082,6.9
2021-10-27,29.5,17.0,23.5,51,3.8333333333333335,21.42,0.0,948.2,2.87,9.0,1.485,13.409,5.919,7.99
2021-10-28,29.7,16.4,23.3,55,4.444444444444445,20.0,0.0,948.5,3.32,8.4,1.358,12.357,5.65,7.41
2021-10-29,29.2,17.2,23.1,55,3.5277777777777777,21.49,0.0,949.4,2.64,9.03,1.353,13.706,5.646,7.44
2021-10-30,29.8,17.2,23.6,56,3.333333333333333,20.12,0.0,950.0,2.49,8.45,1.355,12.563,5.292,7.17
2021-10-31,30.6,18.3,24.4,61,2.5833333333333335,20.32,0.0,949.3,1.93,8.53,1.266,13.181,5.046,6.82
2021-11-01,30.4,18.2,24.1,68,2.6666666666666665,19.29,0.0,947.9,1.99,8.1,1.029,12.63,4.615,6.15
2021-11-02,31.0,19.2,24.8,66,3.3888888888888884,19.28,0.0,947.5,2.53,8.1,1.142,12.621,4.974,6.65
2021-11-03,29.5,19.5,24.2,66,3.9166666666666665,17.66,1.8,947.7,2.93,7.42,1.086,10.977,4.622,6.35
2021-11-04,29.3,20.3,24.3,75,3.6944444444444446,15.6,0.1,947.4,2.76,6.55,0.807,9.626,3.747,4.91
2021-11-05,29.5,20.4,24.0,79,3.194444444444444,17.11,2.1,947.3,2.39,7.19,0.685,11.269,3.873,5.25
2021-11-06,30.1,20.3,24.4,76,4.333333333333333,18.04,1.1,946.2,3.24,7.58,0.798,12.026,4.41,5.85
2021-11-07,29.4,20.0,23.9,68,4.527777777777778,14.52,0.0,945.9,3.39,6.1,1.03,8.444,4.081,5.41
2021-11-08,29.4,18.8,23.0,58,3.9166666666666665,20.03,0.0,947.3,2.93,8.41,1.317,12.627,5.46,7.44
2021-11-09,28.8,15.9,22.1,50,3.944444444444444,20.21,0.0,947.9,2.95,8.49,1.442,12.147,5.621,7.62
2021-11-10,28.6,16.3,22.0,53,3.222222222222222,20.16,0.0,947.3,2.41,8.47,1.355,12.281,5.205,7.06
2021-11-11,28.8,14.6,22.0,50,3.9166666666666665,18.33,0.0,945.8,2.93,7.7,1.405,10.391,5.139,7.05
2021-11-12,29.6,15.9,23.0,54,3.8333333333333335,19.56,0.0,945.7,2.87,8.22,1.369,11.867,5.351,7.14
2021-11-13,30.6,19.2,24.6,64,3.6944444444444446,15.54,0.0,945.9,2.76,6.53,1.191,9.011,4.254,5.77
2021-11-14,30.3,21.8,25.3,73,3.75,15.89,0.6,945.6,2.8,6.67,0.935,10.001,4.068,5.38
2021-11-15,30.6,21.2,25.4,73,3.611111111111111,16.59,0.3,944.4,2.7,6.97,0.933,10.641,4.195,5.64
2021-11-16,30.9,22.0,25.3,76,5.5,13.28,0.5,944.3,4.11,5.58,0.853,8.544,3.894,5.17
2021-11-17,28.9,21.6,24.0,84,5.638888888888889,12.21,15.4,945.4,4.22,5.13,0.525,8.098,3.052,4.08
2021-11-18,28.6,21.0,23.8,85,4.416666666666667,14.37,5.0,945.4,3.3,6.04,0.48,9.24,3.123,4.25
2021-11-19,28.9,19.6,24.2,79,4.222222222222222,15.4,0.1,943.4,3.16,6.47,0.658,9.566,3.539,4.6
2021-11-20,29.7,21.5,24.6,80,5.555555555555555,14.81,3.1,942.9,4.16,6.22,0.674,9.389,3.686,5.23
2021-11-21,28.4,21.7,24.0,87,5.083333333333333,12.13,4.4,945.4,3.8,5.09,0.42,8.131,2.78,3.56
2021-11-22,28.6,21.2,24.3,80,2.2777777777777777,15.04,0.3,948.0,1.7,6.32,0.643,9.365,3.212,4.1
2021-11-23,29.5,21.0,24.4,85,2.388888888888889,14.97,0.8,947.8,1.79,6.29,0.496,9.683,3.137,4.36
2021-11-24,30.1,21.0,24.9,78,4.138888888888889,17.25,0.2,947.8,3.1,7.24,0.743,11.462,4.15,5.65
2021-11-25,29.7,19.7,24.4,73,2.7777777777777777,18.53,0.0,948.3,2.08,7.78,0.873,12.218,4.33,5.87
2021-11-26,29.3,18.7,23.3,68,2.8055555555555554,18.86,0.0,948.5,2.1,7.92,0.997,12.134,4.473,6.06
2021-11-27,28.8,17.0,23.0,64,3.7222222222222223,18.64,0.0,948.4,2.78,7.83,1.062,11.573,4.676,6.23
2021-11-28,27.8,16.3,21.4,56,4.222222222222222,18.6,0.0,948.7,3.16,7.81,1.23,10.959,5.044,6.59
2021-11-29,26.8,15.4,21.6,64,4.916666666666666,14.62,0.0,949.1,3.68,6.14,0.949,7.823,3.926,5.25
2021-11-30,27.3,19.3,22.8,76,5.416666666666667,11.6,0.3,948.7,4.05,4.87,0.704,7.226,3.279,4.27
2021-12-01,21.0,17.9,19.6,88,4.027777777777778,2.39,36.9,947.5,3.01,1.0,0.272,1.918,1.002,1.48
2021-12-02,23.9,16.9,20.1,92,4.75,6.83,28.3,946.6,3.55,2.87,0.196,5.03,1.522,2.01
2021-12-03,24.2,19.1,20.9,93,2.138888888888889,8.35,7.5,947.7,1.6,3.51,0.183,5.872,1.687,2.13
2021-12-04,25.5,19.3,21.8,88,2.5277777777777777,12.43,1.4,948.5,1.89,5.22,0.33,7.92,2.415,3.17
2021-12-05,26.4,17.3,20.7,82,2.4722222222222223,16.53,0.0,948.5,1.85,6.94,0.487,10.322,3.19,4.32
2021-12-06,26.7,17.3,21.2,80,2.2222222222222223,16.37,0.1,948.3,1.66,6.88,0.548,10.112,3.211,4.2
2021-12-07,26.6,16.7,21.0,78,4.222222222222222,17.21,0.0,948.9,3.16,7.23,0.592,10.746,3.635,4.72
2021-12-08,26.6,16.2,21.2,73,2.944444444444444,17.33,0.0,949.1,2.2,7.28,0.719,10.588,3.673,4.93
2021-12-09,26.8,16.6,21.5,72,2.5555555555555554,17.27,0.0,950.4,1.91,7.25,0.758,10.521,3.65,4.9
2021-12-10,27.2,17.1,21.5,75,3.3611111111111107,16.98,0.0,951.0,2.51,7.13,0.695,10.471,3.675,4.82
2021-12-11,27.0,16.9,21.4,74,3.861111111111111,16.87,0.0,950.7,2.89,7.09,0.714,10.288,3.745,4.92
2021-12-12,26.7,16.0,21.1,73,3.0555555555555554,16.61,0.2,950.6,2.29,6.98,0.718,9.926,3.535,4.75
2021-12-13,26.9,15.9,21.2,72,1.972222222222222,17.41,0.0,949.7,1.48,7.31,0.749,10.629,3.544,4.51
2021-12-14,26.7,17.2,21.4,70,2.055555555555556,16.89,0.0,949.1,1.54,7.09,0.82,10.087,3.512,4.47
2021-12-15,26.6,17.2,21.7,73,3.2499999999999996,15.23,0.5,949.4,2.43,6.4,0.735,8.703,3.313,4.31
2021-12-16,26.7,17.3,21.8,76,2.5,14.64,0.2,950.2,1.87,6.15,0.657,8.492,3.004,3.97
2021-12-17,26.6,15.8,21.1,70,2.611111111111111,17.58,0.0,950.5,1.95,7.38,0.792,10.651,3.734,5.03
2021-12-18,26.2,15.0,20.2,64,2.5,18.05,0.0,950.4,1.87,7.58,0.919,10.714,3.897,5.42
2021-12-19,25.6,14.4,19.3,68,3.6944444444444446,18.07,0.0,950.9,2.76,7.59,0.788,10.859,3.973,5.43
2021-12-20,25.8,13.0,19.4,67,2.5,18.0,0.0,950.7,1.87,7.56,0.795,10.721,3.705,4.92
2021-12-21,26.3,15.1,20.1,64,2.138888888888889,18.02,0.0,950.4,1.6,7.57,0.925,10.698,3.794,5.06
2021-12-22,27.0,16.8,21.0,64,2.1944444444444446,18.0,0.0,949.0,1.64,7.56,0.986,10.803,3.926,5.08
2021-12-23,28.2,17.5,21.7,65,2.25,17.91,0.0,948.6,1.68,7.52,1.019,10.918,4.021,5.36
2021-12-24,28.5,17.0,21.7,64,3.3611111111111107,18.03,0.0,948.5,2.51,7.57,1.049,10.981,4.421,5.85
2021-12-25,28.2,15.6,20.8,65,2.305555555555556,17.96,0.0,949.1,1.72,7.54,0.979,10.889,3.97,5.34
2021-12-26,28.2,15.1,21.4,66,2.111111111111111,17.46,0.0,950.1,1.58,7.33,0.942,10.465,3.767,4.9
2021-12-27,27.9,16.4,21.7,64,2.1944444444444446,17.23,0.0,950.4,1.64,7.24,1.012,10.163,3.805,5.15
2021-12-28,28.1,16.6,21.9,62,3.7222222222222223,16.53,0.0,949.3,2.78,6.94,1.081,9.435,4.225,5.86
2021-12-29,25.7,12.4,19.8,65,2.75,18.09,0.0,949.1,2.06,7.6,0.83,10.683,3.815,5.07
2021-12-30,26.3,14.7,19.8,72,4.805555555555555,14.08,0.0,950.8,3.59,5.91,0.713,7.912,3.384,4.57
2021-12-31,26.9,16.1,20.6,72,4.083333333333333,16.96,0.0,951.9,3.05,7.12,0.752,10.223,3.839,5.22
2022-01-01,27.2,15.0,21.2,70,2.7777777777777777,17.19,0.0,952.2,2.08,7.22,0.797,10.32,3.7,4.87
2022-01-02,26.7,16.6,21.5,72,3.611111111111111,16.06,0.3,950.9,2.7,6.75,0.755,9.398,3.578,4.8
2022-01-03,27.6,16.2,21.7,70,2.75,16.75,0.0,950.3,2.06,7.04,0.83,10.004,3.674,4.9
2022-01-04,27.5,17.8,21.5,67,2.5555555555555554,17.87,0.0,950.2,1.91,7.51,0.942,10.936,4.012,5.36
2022-01-05,27.0,15.3,21.3,65,2.972222222222222,17.92,0.0,949.5,2.22,7.53,0.928,10.727,4.049,5.28
2022-01-06,27.8,17.3,21.7,69,2.7222222222222223,16.61,0.0,948.6,2.04,6.98,0.885,9.892,3.722,4.97
2022-01-07,27.8,15.4,20.5,76,4.583333333333333,16.42,0.0,948.1,3.43,6.9,0.658,9.99,3.655,4.95
2022-01-08,25.6,15.0,19.9,79,3.6944444444444446,14.69,0.0,948.7,2.76,6.17,0.524,8.433,2.913,4.1
2022-01-09,24.7,15.5,19.5,78,3.5277777777777777,15.21,4.2,948.2,2.64,6.39,0.536,8.654,2.963,4.09
2022-01-10,25.4,14.4,19.0,67,3.75,17.93,0.0,948.1,2.8,7.53,0.806,10.664,3.978,5.63
2022-01-11,24.7,13.9,18.3,71,3.5277777777777777,18.8,0.0,947.9,2.64,7.9,0.681,11.575,3.87,5.04
2022-01-12,24.2,11.5,17.5,77,3.1111111111111107,15.29,0.0,947.7,2.33,6.42,0.503,8.486,2.785,3.84
2022-01-13,24.2,12.9,17.9,80,3.0555555555555554,14.09,0.4,947.1,2.29,5.92,0.451,7.997,2.581,3.47
2022-01-14,24.5,14.4,18.7,77,2.111111111111111,15.73,0.1,947.3,1.58,6.61,0.542,9.021,2.861,4.14
2022-01-15,26.4,13.4,19.6,70,3.5,17.91,0.0,948.5,2.62,7.52,0.747,10.848,3.858,5.02
2022-01-16,26.9,14.6,20.1,70,4.027777777777778,16.99,0.1,949.6,3.01,7.14,0.781,10.091,3.86,5.02
2022-01-17,26.5,16.2,21.1,71,3.8055555555555554,16.89,0.4,951.5,2.85,7.09,0.769,10.073,3.795,4.97
2022-01-18,27.2,15.3,21.4,68,2.5,18.85,0.0,950.9,1.87,7.92,0.855,11.757,4.076,5.12
2022-01-19,27.2,17.4,22.0,57,2.0,19.21,0.0,949.8,1.5,8.07,1.203,11.565,4.319,5.68
2022-01-20,28.4,15.3,21.0,57,3.611111111111111,19.4,0.0,947.2,2.7,8.15,1.206,11.776,4.977,6.52
2022-01-21,28.6,14.8,20.9,64,3.3611111111111107,19.37,0.0,946.9,2.51,8.14,1.008,12.145,4.618,6.18
2022-01-22,25.7,15.7,20.2,76,5.916666666666667,17.88,0.6,945.5,4.43,7.51,0.61,11.125,3.903,5.26
2022-01-23,22.5,12.1,18.1,76,5.111111111111111,15.52,1.1,945.7,3.82,6.52,0.496,8.528,2.991,4.27
2022-01-24,22.2,11.3,15.6,75,1.9166666666666667,20.13,0.0,946.0,1.43,8.45,0.502,12.681,3.518,4.83
2022-01-25,24.5,9.4,17.0,65,2.388888888888889,20.31,0.0,946.2,1.79,8.53,0.744,12.569,3.973,5.21
2022-01-26,25.7,9.9,18.0,61,2.7777777777777777,20.2,0.0,946.9,2.08,8.48,0.882,12.387,4.27,5.56
2022-01-27,26.2,11.4,18.3,58,3.0277777777777777,20.07,0.0,947.8,2.26,8.43,0.997,12.181,4.497,6.07
2022-01-28,26.4,11.8,18.8,57,3.0277777777777777,20.37,0.0,948.9,2.26,8.56,1.038,12.428,4.628,5.97
2022-01-29,27.2,11.0,19.1,53,2.694444444444444,20.74,0.0,949.6,2.02,8.71,1.156,12.607,4.761,6.62
2022-01-30,28.3,14.9,21.0,50,2.2777777777777777,20.73,0.0,948.7,1.7,8.71,1.385,12.566,4.907,6.72
2022-01-31,29.4,14.9,21.6,49,2.25,20.99,0.0,947.5,1.68,8.82,1.477,12.829,5.077,6.7
2022-02-01,29.7,16.9,22.5,43,2.4166666666666665,21.01,0.0,947.0,1.81,8.82,1.737,12.504,5.417,6.97
2022-02-02,31.1,17.8,23.1,50,3.5833333333333335,21.0,0.0,947.2,2.68,8.82,1.639,13.118,6.028,8.24
2022-02-03,28.2,13.8,20.6,54,4.416666666666667,21.55,0.0,946.1,3.3,9.05,1.242,13.529,5.71,7.6
2022-02-04,26.4,14.5,19.1,72,2.972222222222222,20.64,0.0,945.9,2.22,8.67,0.713,13.494,4.293,5.91
2022-02-05,28.7,14.7,20.8,58,3.138888888888889,21.3,0.0,946.5,2.35,8.95,1.178,13.593,5.189,6.68
2022-02-06,29.5,13.2,21.7,54,2.944444444444444,21.3,0.0,948.6,2.2,8.95,1.297,13.399,5.27,6.94
2022-02-07,30.3,14.8,21.6,64,3.2777777777777777,21.21,0.0,949.1,2.45,8.91,1.08,14.017,5.165,6.89
2022-02-08,29.5,14.6,21.2,68,4.333333333333333,21.24,0.0,948.2,3.24,8.92,0.926,14.171,5.127,6.84
2022-02-09,28.8,13.0,19.7,66,3.4722222222222223,21.78,0.0,947.6,2.6,9.15,0.928,14.437,5.002,6.6
2022-02-10,28.9,13.4,21.2,56,3.638888888888889,21.47,0.0,948.2,2.72,9.02,1.214,13.622,5.422,7.32
2022-02-11,29.0,15.2,22.1,48,3.7777777777777777,21.69,0.0,948.6,2.83,9.11,1.491,13.383,5.935,7.75
2022-02-12,29.6,15.2,21.9,48,2.5277777777777777,21.79,0.0,948.0,1.89,9.15,1.527,13.522,5.457,7.25
2022-02-13,29.4,16.3,23.0,48,3.611111111111111,21.83,0.0,946.5,2.7,9.17,1.548,13.565,5.987,8.0
2022-02-14,30.0,17.4,22.6,44,4.472222222222222,22.09,0.0,946.2,3.35,9.28,1.745,13.6,6.787,9.13
2022-02-15,29.6,16.6,22.1,47,4.388888888888889,22.16,0.0,946.3,3.28,9.31,1.599,13.824,6.508,8.78
2022-02-16,28.8,14.3,21.3,54,4.444444444444445,21.77,0.0,944.6,3.32,9.14,1.286,13.792,5.86,7.64
2022-02-17,29.0,14.9,21.9,50,4.111111111111112,21.91,0.0,943.5,3.08,9.2,1.425,13.706,6.015,7.79
2022-02-18,30.5,14.8,22.8,49,3.6666666666666665,21.79,0.0,944.8,2.74,9.15,1.543,13.654,6.027,8.23
2022-02-19,32.2,18.9,24.7,44,3.555555555555556,20.6,0.0,947.4,2.66,8.65,1.958,12.439,6.328,8.49
2022-02-20,32.1,17.7,24.0,40,3.861111111111111,22.88,0.0,946.8,2.89,9.61,2.042,14.19,7.117,9.38
2022-02-21,32.0,16.9,24.0,38,2.4722222222222223,23.17,0.0,946.3,1.85,9.73,2.071,14.278,6.299,8.63
2022-02-22,33.6,18.3,25.6,33,2.5277777777777777,23.17,0.0,947.4,1.89,9.73,2.447,13.976,6.669,8.91
2022-02-23,33.8,17.4,26.3,37,2.694444444444444,22.82,0.0,949.1,2.02,9.58,2.283,14.014,6.582,8.95
2022-02-24,33.3,19.5,26.2,39,4.111111111111112,22.21,0.0,950.3,3.08,9.33,2.252,13.62,7.372,9.84
2022-02-25,32.7,17.6,26.1,34,3.9722222222222223,22.03,0.0,949.7,2.97,9.25,2.296,12.951,7.198,9.91
2022-02-26,33.7,19.7,26.2,30,3.333333333333333,21.68,0.0,949.3,2.49,9.11,2.634,12.34,7.11,9.74
2022-02-27,32.2,17.6,25.5,33,3.6944444444444446,22.16,0.0,949.7,2.76,9.31,2.285,12.951,7.037,9.35
2022-02-28,32.5,17.2,25.3,31,3.333333333333333,23.21,0.0,949.2,2.49,9.75,2.364,13.755,7.127,9.65
